0.000000000000000000e+00,3.141592653589793116e+00
6.283310973399054353e-05,3.141592647388290249e+00
1.256662194679810871e-04,3.141592628783779872e+00
1.884993292019716306e-04,3.141592597776261986e+00
2.513324389359621741e-04,3.141592554365740142e+00
3.141655486699527176e-04,3.141592498552209012e+00
3.769986584039432612e-04,3.141592430335673036e+00
4.398317681379338047e-04,3.141592349716132659e+00
5.026648778719243482e-04,3.141592256693585217e+00
5.654979876059148917e-04,3.141592151268032485e+00
6.283310973399054353e-04,3.141592033439474463e+00
6.911642070738959788e-04,3.141591903207913372e+00
7.539973168078865223e-04,3.141591760573346548e+00
8.168304265418770659e-04,3.141591605535778875e+00
8.796635362758676094e-04,3.141591438095206357e+00
9.424966460098581529e-04,3.141591258251633878e+00
1.005329755743848696e-03,3.141591066005057886e+00
1.068162865477839240e-03,3.141590861355482822e+00
1.130995975211829783e-03,3.141590644302908686e+00
1.193829084945820327e-03,3.141590414847333701e+00
1.256662194679810871e-03,3.141590172988763197e+00
1.319495304413801414e-03,3.141589918727193176e+00
1.382328414147791958e-03,3.141589652062628524e+00
1.445161523881782501e-03,3.141589372995069684e+00
1.507994633615773045e-03,3.141589081524515770e+00
1.570827743349763588e-03,3.141588777650969444e+00
1.633660853083754132e-03,3.141588461374432040e+00
1.696493962817744675e-03,3.141588132694904001e+00
1.759327072551735219e-03,3.141587798713098678e+00
1.822160182285725762e-03,3.141587438126881793e+00
1.884993292019716306e-03,3.141587077353558133e+00
1.947826401753706849e-03,3.141586699565490193e+00
2.010659511487697393e-03,3.141586303252457579e+00
2.073492621221687936e-03,3.141585907907235686e+00
2.136325730955678480e-03,3.141585492931285639e+00
2.199158840689669023e-03,3.141585056751197591e+00
2.261991950423659567e-03,3.141584616444821343e+00
2.324825060157650111e-03,3.141584163735470892e+00
2.387658169891640654e-03,3.141583698623146237e+00
2.450491279625631198e-03,3.141583231349049044e+00
2.513324389359621741e-03,3.141582741773690124e+00
2.576157499093612285e-03,3.141582240266274972e+00
2.638990608827602828e-03,3.141581726396577068e+00
2.701823718561593372e-03,3.141581200165591614e+00
2.764656828295583915e-03,3.141580662461452178e+00
2.827489938029574459e-03,3.141580110623729993e+00
2.890323047763565002e-03,3.141579547158418251e+00
2.953156157497555546e-03,3.141578954478752461e+00
3.015989267231546089e-03,3.141578384456089168e+00
3.078822376965536633e-03,3.141577795033300369e+00
3.141655486699527176e-03,3.141577172335721091e+00
3.204488596433517720e-03,3.141576523493268880e+00
3.267321706167508263e-03,3.141575910702790519e+00
3.330154815901498807e-03,3.141575261320364909e+00
3.392987925635489350e-03,3.141574592469257077e+00
3.455821035369479894e-03,3.141573917499959290e+00
3.518654145103470438e-03,3.141573230565595676e+00
3.581487254837460981e-03,3.141572535553378120e+00
3.644320364571451525e-03,3.141571818844334452e+00
3.707153474305442068e-03,3.141571100146062445e+00
3.769986584039432612e-03,3.141570363925340281e+00
3.832819693773423155e-03,3.141569615361236245e+00
3.895652803507413699e-03,3.141568854454740212e+00
3.958485913241403809e-03,3.141568083364548958e+00
4.021319022975394786e-03,3.141567298330497415e+00
4.084152132709385763e-03,3.141566500893539171e+00
4.146985242443375873e-03,3.141565691053677778e+00
4.209818352177365983e-03,3.141564864821284608e+00
4.272651461911356960e-03,3.141564029881369624e+00
4.335484571645347937e-03,3.141563182606024185e+00
