0.000000000000000000e+00,3.141592653589793116e+00
1.256662194679810871e-04,3.141592628783779872e+00
2.513324389359621741e-04,3.141592554365740142e+00
3.769986584039432612e-04,3.141592430335673036e+00
5.026648778719243482e-04,3.141592256693585217e+00
6.283310973399054353e-04,3.141592033439474463e+00
7.539973168078865223e-04,3.141591760573346548e+00
8.796635362758676094e-04,3.141591438095206357e+00
1.005329755743848696e-03,3.141591066005057886e+00
1.130995975211829783e-03,3.141590644302908686e+00
1.256662194679810871e-03,3.141590172988763197e+00
1.382328414147791958e-03,3.141589652062628524e+00
1.507994633615773045e-03,3.141589081524515770e+00
1.633660853083754132e-03,3.141588461374432040e+00
1.759327072551735219e-03,3.141587798713098678e+00
1.884993292019716306e-03,3.141587077353558133e+00
2.010659511487697393e-03,3.141586303252457579e+00
2.136325730955678480e-03,3.141585492931285639e+00
2.261991950423659567e-03,3.141584616444821343e+00
2.387658169891640654e-03,3.141583698623146237e+00
2.513324389359621741e-03,3.141582741773690124e+00
2.638990608827602828e-03,3.141581726396577068e+00
2.764656828295583915e-03,3.141580662461452178e+00
2.890323047763565002e-03,3.141579547158418251e+00
3.015989267231546089e-03,3.141578384456089168e+00
3.141655486699527176e-03,3.141577172335721091e+00
3.267321706167508263e-03,3.141575910702790519e+00
3.392987925635489350e-03,3.141574592469257077e+00
3.518654145103470438e-03,3.141573230565595676e+00
3.644320364571451525e-03,3.141571818844334452e+00
3.769986584039432612e-03,3.141570363925340281e+00
3.895652803507413699e-03,3.141568854454740212e+00
4.021319022975394786e-03,3.141567298330497415e+00
4.146985242443375873e-03,3.141565691053677778e+00
4.272651461911356960e-03,3.141564029881369624e+00
4.398317681379338047e-03,3.141562299763524635e+00
4.523983900847319134e-03,3.141560572818075325e+00
4.649650120315300221e-03,3.141558761232864594e+00
4.775316339783281308e-03,3.141556906370508884e+00
4.900982559251262395e-03,3.141555002198337387e+00
5.026648778719243482e-03,3.141553048724316177e+00
5.152314998187224569e-03,3.141551045956414878e+00
5.277981217655205656e-03,3.141548993902605780e+00
5.403647437123186743e-03,3.141546892570853622e+00
5.529313656591167830e-03,3.141544741969135579e+00
5.654979876059148917e-03,3.141542542105420832e+00
5.780646095527130005e-03,3.141540291355230607e+00
5.906312314995111092e-03,3.141538004124195371e+00
6.031978534463092179e-03,3.141535647320450320e+00
6.157644753931073266e-03,3.141533250190510440e+00
6.283310973399054353e-03,3.141530806946364773e+00
6.408977192867035440e-03,3.141528308867722163e+00
6.534643412335016527e-03,3.141525764393307885e+00
6.660309631802997614e-03,3.141523151047741269e+00
6.785975851270978701e-03,3.141520527857882605e+00
6.911642070738959788e-03,3.141517835812826842e+00
7.037308290206940875e-03,3.141515094593516189e+00
7.162974509674921962e-03,3.141512304207932260e+00
7.288640729142903049e-03,3.141509464664060225e+00
7.414306948610884136e-03,3.141506575969874593e+00
7.539973168078865223e-03,3.141503638133367193e+00
7.665639387546846310e-03,3.141500651162514757e+00
7.791305607014827397e-03,3.141497615065310445e+00
7.916971826482807617e-03,3.141494529849734985e+00
8.042638045950789571e-03,3.141491395523777097e+00
8.168304265418771526e-03,3.141488212095421506e+00
8.293970484886751746e-03,3.141484979572658265e+00
8.419636704354731965e-03,3.141481697963476094e+00
8.545302923822713920e-03,3.141478367275895689e+00
8.670969143290695874e-03,3.141474987517813844e+00
8.796635362758676094e-03,3.141471558697312982e+00
8.922301582226656314e-03,3.141468080822357400e+00
9.047967801694638268e-03,3.141464553900939816e+00
9.173634021162620222e-03,3.141460977941051169e+00
9.299300240630600442e-03,3.141457352950686399e+00
9.424966460098580662e-03,3.141453678937860428e+00
9.550632679566562616e-03,3.141449955910511349e+00
9.676298899034544571e-03,3.141446183876694054e+00
9.801965118502524790e-03,3.141442362844383496e+00
9.927631337970505010e-03,3.141438492821582162e+00
1.005329755743848696e-02,3.141434573816279219e+00
1.017896377690646892e-02,3.141430605836491363e+00
1.030462999637444914e-02,3.141426588890203764e+00
1.043029621584242936e-02,3.141422522985424237e+00
1.055596243531041131e-02,3.141418408130155271e+00
1.068162865477839327e-02,3.141414244332393135e+00
1.080729487424637349e-02,3.141410031600149200e+00
1.093296109371435371e-02,3.141405769941420623e+00
1.105862731318233566e-02,3.141401459364218773e+00
1.118429353265031762e-02,3.141397099876544807e+00
1.130995975211829783e-02,3.141392691486409650e+00
1.143562597158627805e-02,3.141388234201811791e+00
1.156129219105426001e-02,3.141383728030768374e+00
1.168695841052224196e-02,3.141379172981284995e+00
1.181262462999022218e-02,3.141374569061367694e+00
1.193829084945820240e-02,3.141369916279034058e+00
1.206395706892618436e-02,3.141365214642287018e+00
1.218962328839416631e-02,3.141360464159142829e+00
1.231528950786214653e-02,3.141355664841249951e+00
1.244095572733012675e-02,3.141350782264473729e+00
1.256662194679810871e-02,3.141345878795140045e+00
1.269228816626609066e-02,3.141340753938858033e+00
1.281795438573407088e-02,3.141335979327921635e+00
1.294362060520205110e-02,3.141330935934683044e+00
1.306928682467003305e-02,3.141325559218516972e+00
1.319495304413801501e-02,3.141320395055700931e+00
1.332061926360599523e-02,3.141315192918433308e+00
1.344628548307397545e-02,3.141310274538957614e+00
1.357195170254195740e-02,3.141304987274429195e+00
1.369761792200993936e-02,3.141299651259708448e+00
1.382328414147791958e-02,3.141294266502806298e+00
1.394895036094589980e-02,3.141288833011751880e+00
1.407461658041388175e-02,3.141283350794568996e+00
1.420028279988186370e-02,3.141277819859276565e+00
1.432594901934984392e-02,3.141272240213901501e+00
1.445161523881782414e-02,3.141266611866472935e+00
1.457728145828580610e-02,3.141260934825015561e+00
1.470294767775378805e-02,3.141255209097550072e+00
1.482861389722176827e-02,3.141249434692109599e+00
1.495428011668974849e-02,3.141243611616722831e+00
1.507994633615773045e-02,3.141237739879418900e+00
1.520561255562571240e-02,3.141231819488223387e+00
1.533127877509369262e-02,3.141225850451170754e+00
1.545694499456167284e-02,3.141219832776292353e+00
1.558261121402965479e-02,3.141213766471625757e+00
1.570827743349763675e-02,3.141207651545188995e+00
1.583394365296561523e-02,3.141201488005027631e+00
1.595960987243359719e-02,3.141195275859173464e+00
1.608527609190157914e-02,3.141189015115662286e+00
1.621094231136956110e-02,3.141182705782526341e+00
1.633660853083754305e-02,3.141176347867808527e+00
1.646227475030552154e-02,3.141169941379544195e+00
1.658794096977350349e-02,3.141163486325761145e+00
1.671360718924148545e-02,3.141156982714515600e+00
1.683927340870946393e-02,3.141150430553834916e+00
1.696493962817744589e-02,3.141143829851769098e+00
1.709060584764542784e-02,3.141137180616351277e+00
1.721627206711340979e-02,3.141130482855622574e+00
1.734193828658139175e-02,3.141123736577630776e+00
1.746760450604937023e-02,3.141116941790417894e+00
1.759327072551735219e-02,3.141110098502030379e+00
1.771893694498533414e-02,3.141103206720507135e+00
1.784460316445331263e-02,3.141096266453898611e+00
1.797026938392129458e-02,3.141089277710249039e+00
1.809593560338927654e-02,3.141082240497607980e+00
1.822160182285725849e-02,3.141075154824021887e+00
1.834726804232524044e-02,3.141068020697535879e+00
1.847293426179321893e-02,3.141060838126207511e+00
1.859860048126120088e-02,3.141053607118082347e+00
1.872426670072918284e-02,3.141046327681206840e+00
1.884993292019716132e-02,3.141038999823640321e+00
1.897559913966514328e-02,3.141031623553431018e+00
1.910126535913312523e-02,3.141024198878635598e+00
1.922693157860110719e-02,3.141016725807302290e+00
1.935259779806908914e-02,3.141009204347489536e+00
